,location,size,total_sqft,bath,price
656,Ardendale,3,1777.26,3.0,89.0
657,Ardendale,3,1777.26,3.0,92.0
658,Arekere,3,2060.0,3.0,140.0
659,Arekere,2,920.0,2.0,40.0
660,Arekere,3,1740.0,2.0,95.0
661,Arekere,2,1190.0,2.0,55.0
662,Arekere,1,600.0,1.0,28.0
663,Arekere,3,2072.0,3.0,108.0
664,Arekere,2,1100.0,2.0,55.0
665,Arekere,2,900.0,2.0,50.0
666,Arekere,4,2710.0,6.0,142.0
667,Arekere,2,1240.0,2.0,60.0
668,Arekere,2,900.0,2.0,44.5
669,Attibele,1,450.0,1.0,11.0
670,Attibele,4,1600.0,4.0,52.8
671,Attibele,2,656.0,2.0,25.0
672,Attibele,1,400.0,1.0,11.0
673,Attibele,1,400.0,1.0,12.0
674,Attibele,1,400.0,1.0,14.0
675,Attibele,1,500.0,1.0,17.0
676,Attibele,4,2168.0,4.0,95.0
677,Attibele,1,395.0,1.0,10.25
678,Attibele,1,420.0,1.0,17.0
679,Attibele,3,1639.0,2.0,40.98
680,Attibele,1,418.0,1.0,12.0
681,Attibele,2,1200.0,2.0,42.0
682,Attibele,1,400.0,1.0,10.0
683,Attibele,2,695.0,1.0,25.0
684,Attibele,2,850.0,1.0,25.0
685,Attibele,3,2400.0,3.0,120.0
686,Attibele,1,450.0,1.0,12.5
687,Attibele,2,995.0,1.0,24.88
688,Attibele,2,900.0,1.0,25.0
689,Attibele,2,1174.0,2.0,29.35
690,Attibele,1,782.0,1.0,19.55
691,Attibele,2,1175.0,2.0,29.38
692,Attibele,2,656.0,2.0,25.0
693,Attibele,1,400.0,1.0,11.5
694,Attibele,1,460.0,1.0,13.0
695,Attibele,1,418.0,2.0,11.5
696,Attibele,2,1000.0,2.0,42.0
697,Attibele,1,550.0,1.0,11.5
698,Attibele,2,996.0,2.0,24.9
699,Attibele,1,410.0,1.0,10.0
700,Attibele,3,1700.0,3.0,65.0
701,Attibele,1,400.0,1.0,10.25
702,Attibele,2,656.0,2.0,25.0
703,Attibele,3,1500.0,3.0,90.0
704,Attibele,1,520.0,1.0,15.0
705,B,3,1092.0,2.0,98.5
706,B,2,1313.0,2.0,58.27
707,B,2,1300.0,2.0,79.0
708,B,3,1460.0,2.0,73.0
709,B,3,1405.0,2.0,70.0
710,B,2,1080.0,2.0,45.0
711,B,2,1060.0,2.0,49.27
712,B,2,1020.0,2.0,60.0
713,B,6,2400.0,5.0,300.0
714,B,2,1020.0,2.0,49.0
715,B,3,1765.0,3.0,77.27
716,B,4,1200.0,2.0,140.0
717,B,2,1075.0,2.0,50.0
718,BEML,2,1060.0,2.0,55.0
719,BEML,3,2000.0,3.0,85.0
720,BEML,2,999.0,2.0,45.0
721,BEML,5,2400.0,4.0,225.0
722,BEML,3,2000.0,3.0,85.0
723,BEML,3,2000.0,2.0,85.0
724,BEML,2,1194.0,2.0,65.0
725,BEML,2,1200.0,2.0,67.0
726,BEML,2,2400.0,2.0,228.0
727,BEML,3,2000.0,3.0,85.0
728,BEML,3,2000.0,3.0,85.0
729,BEML,2,1194.0,2.0,65.0
730,BTM,2,1150.0,2.0,63.0
731,BTM,2,950.0,2.0,52.0
732,BTM,3,3000.0,3.0,338.0
733,BTM,3,1850.0,3.0,170.0
734,BTM,2,1200.0,2.0,80.0
735,BTM,2,1274.0,2.0,70.0
736,BTM,6,3300.0,6.0,165.0
737,BTM,3,1250.0,3.0,50.0
738,BTM,2,1070.0,2.0,48.0
739,BTM,2,1280.0,2.0,80.0
740,BTM,2,1100.0,2.0,70.0
741,BTM,3,1450.0,2.0,81.0
742,BTM,3,1852.0,2.0,95.0
743,BTM,2,1000.0,2.0,58.0
744,BTM,3,1776.0,2.0,75.0
745,BTM,3,1455.0,2.0,55.0
746,BTM,3,1458.0,3.0,79.0
747,BTM,2,935.0,2.0,51.5
748,BTM,2,1020.0,2.0,46.5
749,BTM,3,1600.0,3.0,112.0
750,BTM,2,1265.0,2.0,55.0
751,BTM,3,1300.0,2.0,75.0
752,BTM,3,2200.0,3.0,220.0
753,BTM,3,2780.0,4.0,325.0
754,BTM,3,1540.0,2.0,78.0
755,BTM,2,965.0,2.0,56.0
756,BTM,1,600.0,1.0,58.0
757,BTM,1,375.0,1.0,40.0
758,BTM,2,1147.0,2.0,75.0
759,BTM,1,450.0,1.0,20.0
760,BTM,3,2400.0,3.0,220.0
761,BTM,3,1750.0,3.0,172.0
762,BTM,3,1717.0,3.0,200.0
763,BTM,2,1400.0,2.0,90.0
764,BTM,2,1350.0,2.0,90.0
765,BTM,2,1200.0,2.0,70.0
766,BTM,2,1196.0,2.0,56.81
767,BTM,2,1100.0,2.0,47.0
768,BTM,3,1470.0,2.0,99.0
769,BTM,2,930.0,2.0,46.0
770,BTM,3,1265.0,2.0,55.0
771,Babusapalaya,3,1358.0,2.0,43.4
772,Babusapalaya,3,1213.0,2.0,41.39
773,Babusapalaya,3,1611.0,2.0,66.0
774,Babusapalaya,3,1167.0,2.0,39.98
775,Babusapalaya,3,1675.0,3.0,75.0
776,Babusapalaya,2,1141.0,2.0,46.0
777,Babusapalaya,2,1500.0,2.0,57.0
778,Babusapalaya,3,1453.0,2.0,43.59
779,Babusapalaya,2,1050.0,2.0,45.0
780,Babusapalaya,2,1141.0,2.0,45.9
781,Babusapalaya,3,1358.0,2.0,43.1
782,Babusapalaya,3,1230.0,3.0,53.0
783,Babusapalaya,2,1105.0,2.0,40.0
784,Babusapalaya,3,1410.0,2.0,65.0
785,Babusapalaya,2,1450.0,2.0,55.99
786,Babusapalaya,2,1100.0,2.0,38.0
787,Babusapalaya,3,1213.0,2.0,36.37
788,Babusapalaya,2,1061.0,2.0,33.84
789,Babusapalaya,2,1061.0,2.0,38.95
790,Babusapalaya,2,1061.0,2.0,34.0
791,Babusapalaya,2,1245.0,2.0,58.0
792,Badavala,3,1494.0,2.0,94.55
793,Badavala,2,1274.0,2.0,81.0
794,Badavala,3,1842.0,3.0,115.0
795,Badavala,3,1494.0,2.0,94.55
796,Badavala,2,1274.0,2.0,81.0
797,Badavala,3,1494.0,2.0,94.55
798,Badavala,3,1842.0,3.0,115.0
799,Badavala,3,1842.0,3.0,115.0
800,Badavala,3,1842.0,3.0,115.0
801,Balagere,2,1210.0,2.0,80.9
802,Balagere,2,1210.0,2.0,72.0
803,Balagere,2,1205.0,2.0,78.5
804,Balagere,1,790.5,1.0,41.9
805,Balagere,2,1145.0,2.0,65.0
806,Balagere,2,1012.0,2.0,54.59
807,Balagere,2,1020.07,2.0,68.38
808,Balagere,2,1205.47,2.0,81.0
809,Balagere,2,1007.0,2.0,65.0
810,Balagere,2,1205.0,2.0,70.0
811,Balagere,2,1210.0,2.0,74.0
812,Balagere,2,1210.0,2.0,83.0
813,Balagere,1,675.0,1.0,45.0
814,Balagere,1,656.0,1.0,43.0
815,Balagere,2,1012.0,2.0,54.59
816,Balagere,2,1012.0,2.0,64.0
817,Balagere,2,1007.0,2.0,62.0
818,Balagere,2,1007.0,2.0,67.0
819,Balagere,2,1007.0,2.0,66.0
820,Balagere,2,1205.0,2.0,63.86
821,Balagere,2,1012.0,2.0,53.58
822,Balagere,1,645.0,1.0,34.18
823,Balagere,2,1007.0,2.0,53.0
824,Balagere,2,1210.0,2.0,69.0
825,Balagere,1,790.5,1.0,42.295
826,Balagere,2,1012.0,2.0,65.0
827,Balagere,1,656.0,1.0,38.77
828,Balagere,1,645.0,1.0,39.0
829,Balagere,1,645.0,1.0,41.0
830,Balagere,2,1210.0,2.0,82.0
831,Balagere,1,656.0,1.0,34.77
832,Balagere,2,1205.0,2.0,73.87
833,Balagere,2,1012.0,2.0,70.0
834,Balagere,2,1007.0,2.0,68.0
835,Balagere,2,1205.0,2.0,67.0
836,Balagere,2,1205.0,2.0,79.0
837,Balagere,2,1012.0,2.0,68.0
838,Banashankari,3,1200.0,2.0,42.0
839,Banashankari,3,1305.0,2.0,58.7
840,Banashankari,2,1077.0,2.0,37.64
841,Banashankari,2,1177.5,2.0,59.935
842,Banashankari,3,1470.0,2.0,88.64
843,Banashankari,3,1300.0,2.0,75.0
844,Banashankari,3,1300.0,2.0,58.5
845,Banashankari,2,1145.0,2.0,58.4
846,Banashankari,2,1700.0,2.0,150.0
847,Banashankari,3,1650.0,3.0,118.0
848,Banashankari,3,1800.0,3.0,115.0
849,Banashankari,4,4800.0,4.0,190.0
850,Banashankari,2,1125.0,2.0,63.0
851,Banashankari,4,2800.0,4.0,89.0
852,Banashankari,3,1340.0,2.0,53.6
853,Banashankari,2,1310.0,2.0,80.0
854,Banashankari,4,2400.0,4.0,240.0
855,Banashankari,3,1305.0,2.0,49.0
856,Banashankari,4,2200.0,4.0,195.0
857,Banashankari,2,1035.0,2.0,35.77
858,Banashankari,3,2600.0,4.0,135.0
859,Banashankari,3,1690.0,3.0,100.0
860,Banashankari,3,1900.0,2.0,170.0
861,Banashankari,2,1260.0,2.0,75.0
862,Banashankari,2,1170.0,2.0,46.79
863,Banashankari,4,2500.0,4.0,95.0
864,Banashankari,3,1350.0,2.0,68.0
865,Banashankari,3,1350.0,2.0,83.0
866,Banashankari,3,1425.0,3.0,49.88
867,Banashankari,2,1330.0,2.0,78.0
868,Banashankari,4,2000.0,4.0,100.0
869,Banashankari,2,1030.0,2.0,77.25
870,Banashankari,3,1355.0,2.0,61.0
871,Banashankari,3,1305.0,2.0,59.0
872,Banashankari,3,1400.0,2.0,78.0
873,Banashankari,3,1700.0,3.0,125.0
874,Banashankari,2,1020.0,2.0,40.79
875,Banashankari,3,1500.0,2.0,120.0
876,Banashankari,2,1600.0,2.0,63.98
877,Banashankari,3,1305.0,2.0,60.0
878,Banashankari,2,1041.0,2.0,36.44
879,Banashankari,3,3580.0,3.0,411.0
880,Banashankari,1,2400.0,1.0,200.0
881,Banashankari,2,1390.0,2.0,86.0
882,Banashankari,2,1460.0,2.0,70.0
883,Banashankari,2,1200.0,2.0,42.0
884,Banashankari,3,1305.0,2.0,59.0
885,Banashankari,2,1200.0,2.0,60.0
886,Banashankari,2,1290.0,2.0,80.0
887,Banashankari,3,2582.0,5.0,250.0
888,Banashankari,3,1510.0,3.0,47.57
889,Banashankari,2,1186.0,2.0,65.0
890,Banashankari,3,1650.0,3.0,101.0
891,Banashankari,3,1300.0,2.0,55.0
892,Banashankari,2,1160.0,2.0,59.0
893,Banashankari,2,1181.0,2.0,75.0
894,Banashankari,2,1105.0,2.0,90.0
895,Banashankari,1,720.0,1.0,60.0
896,Banashankari,3,1480.0,3.0,75.48
897,Banashankari,3,1240.0,2.0,59.52
898,Banashankari,3,1650.0,3.0,51.98
899,Banashankari,2,1040.0,2.0,45.0
900,Banashankari,3,1305.0,2.0,59.0
901,Banashankari,2,1304.0,2.0,111.0
902,Banashankari,3,1630.0,3.0,51.35
903,Banashankari,2,1330.0,2.0,77.0
904,Banashankari,2,1200.0,2.0,49.0
905,Banashankari,3,1510.0,3.0,47.57
906,Banashankari,2,1250.0,2.0,110.0
907,Banashankari,2,1185.0,2.0,67.0
908,Banashankari,3,1315.0,2.0,49.0
909,Banashankari,2,1000.0,2.0,50.0
910,Banashankari,3,1650.0,3.0,90.75
911,Banashankari,3,1260.0,2.0,95.0
912,Banashankari,3,1650.0,3.0,101.0
913,Banashankari,2,1310.0,2.0,80.43
914,Banashankari,2,1180.0,2.0,59.47
915,Banashankari,3,1000.0,2.0,120.0
916,Banashankari,2,600.0,1.0,27.0
917,Banashankari,6,3000.0,6.0,150.0
918,Banashankari,2,1430.0,2.0,87.8
919,Banashankari,2,1085.0,2.0,50.0
920,Banashankari,2,1020.0,2.0,42.83
921,Banashankari,3,1372.0,2.0,48.02
922,Banashankari,3,1540.0,3.0,80.0
923,Banashankari,2,1195.0,2.0,35.84
924,Banashankari,2,1330.0,2.0,80.0
925,Banashankari,3,1683.0,3.0,115.0
926,Banashankari,3,1800.0,3.0,125.0
927,Banashankari,3,1540.0,3.0,48.51
928,Banashankari,2,1175.0,2.0,41.13
929,Banashankari,3,1750.0,2.0,89.0
930,Banashankari,2,1400.0,2.0,100.0
931,Banashankari,3,1500.0,2.0,100.0
932,Banashankari,3,1030.0,2.0,77.25
933,Banashankari,3,1800.0,3.0,175.0
934,Banashankari,3,1423.0,2.0,71.73
935,Banashankari,2,1450.0,2.0,50.75
936,Banashankari,3,1770.0,3.0,108.0
937,Banashankari,5,3000.0,4.0,170.0
938,Banashankari,3,1800.0,3.0,125.0
939,Banashankari,3,1200.0,2.0,42.0
940,Banashankari,3,1886.0,3.0,205.0
941,Banashankari,3,1392.0,3.0,69.46
942,Banashankari,3,1420.0,3.0,66.0
943,Banashankari,3,1200.0,3.0,74.52
944,Banashankari,2,1100.0,2.0,63.0
945,Banashankari,2,1020.0,2.0,40.79
946,Banashankari,1,1350.0,1.0,145.0
947,Banashankari,2,1260.0,2.0,75.0
948,Banashankari,4,2100.0,3.0,147.0
949,Banashankari,3,1600.0,3.0,100.0
950,Banashankari,2,920.0,2.0,41.5
951,Banashankari,3,1420.0,2.0,95.0
952,Banashankari,3,1410.5,2.0,70.385
953,Banashankari,3,1040.0,2.0,109.0
954,Banashankari,3,1340.0,2.0,53.6
955,Banashankari,4,4800.0,3.0,200.0
956,Banashankari,3,1426.0,3.0,85.0
957,Banashankari,2,1245.0,2.0,125.0
958,Banaswadi,2,1184.0,2.0,53.0
959,Banaswadi,2,1145.0,2.0,55.0
960,Banaswadi,2,1250.0,2.0,60.0
961,Banaswadi,2,1365.0,2.0,73.0
962,Banaswadi,5,1903.0,6.0,140.0
963,Banaswadi,2,1222.0,2.0,80.0
964,Banaswadi,2,870.0,2.0,38.0
965,Banaswadi,2,1200.0,2.0,60.0
966,Banaswadi,3,1600.0,3.0,74.5
967,Banaswadi,1,527.0,1.0,35.0
968,Banaswadi,2,1340.0,2.0,73.0
969,Banaswadi,2,1008.0,2.0,52.0
970,Banaswadi,2,1105.0,2.0,57.0
971,Banjara,2,1200.0,2.0,70.0
972,Banjara,2,1050.0,2.0,64.8
973,Banjara,2,753.0,3.0,59.5
974,Banjara,3,2500.0,4.0,140.0
975,Bannerghatta,1,500.0,1.0,18.5
976,Bannerghatta,2,1050.0,2.0,65.0
977,Bannerghatta,3,1170.0,2.0,66.0
978,Bannerghatta,1,595.0,1.0,33.32
979,Bannerghatta,3,1445.0,3.0,95.0
980,Bannerghatta,3,1640.0,2.0,120.0
981,Bannerghatta,4,1380.0,3.0,58.0
982,Bannerghatta,3,1460.0,2.0,90.0
983,Bannerghatta,3,1556.0,2.0,59.13
984,Bannerghatta,2,1179.0,2.0,66.02
985,Bannerghatta,2,1122.5,2.0,58.935
986,Bannerghatta,2,793.0,2.0,45.0
987,Bannerghatta,3,1484.0,3.0,52.5
988,Bannerghatta,2,1400.0,2.0,78.0
989,Bannerghatta,5,2700.0,5.0,158.0
990,Bannerghatta,2,1215.0,2.0,50.0
991,Bannerghatta,3,1654.0,3.0,100.0
992,Bannerghatta,2,1181.0,2.0,55.0
993,Bannerghatta,3,1375.0,3.0,57.0
994,Bannerghatta,3,1460.0,2.0,72.0
995,Bannerghatta,3,2611.0,3.0,239.0
996,Bannerghatta,4,3012.0,6.0,250.0
997,Bannerghatta,2,1200.0,2.0,75.0
998,Bannerghatta,3,1760.0,3.0,67.0
999,Bannerghatta,4,3012.0,6.0,268.0
1000,Bannerghatta,1,595.0,1.0,31.83
1001,Bannerghatta,2,1105.0,2.0,51.0
1002,Bannerghatta,2,1255.0,2.0,65.26
1003,Bannerghatta,3,1550.0,3.0,78.0
1004,Bannerghatta,3,1550.0,3.0,82.0
1005,Bannerghatta,3,1550.0,2.0,75.0
1006,Bannerghatta,3,1650.0,3.0,122.0
1007,Bannerghatta,2,912.0,2.0,55.0
1008,Bannerghatta,3,1665.0,3.0,110.0
1009,Bannerghatta,2,1218.0,2.0,73.0
1010,Bannerghatta,3,1427.0,2.0,48.51
1011,Bannerghatta,2,1115.0,2.0,65.12
1012,Bannerghatta,3,1344.0,2.0,42.0
1013,Bannerghatta,3,1893.0,3.0,100.0
1014,Bannerghatta,3,1600.0,3.0,95.0
1015,Bannerghatta,3,1618.0,3.0,68.0
1016,Bannerghatta,2,1275.0,2.0,65.0
1017,Bannerghatta,2,892.0,2.0,39.0
1018,Bannerghatta,3,1880.0,3.0,95.0
1019,Bannerghatta,2,1260.0,2.0,70.0
1020,Bannerghatta,3,1788.0,3.0,90.0
1021,Bannerghatta,2,1157.0,2.0,40.0
1022,Bannerghatta,2,1150.0,2.0,65.0
1023,Bannerghatta,4,10000.0,4.0,450.0
1024,Bannerghatta,2,1100.0,2.0,39.0
1025,Bannerghatta,3,1400.0,3.0,68.0
1026,Bannerghatta,3,1725.0,3.0,110.0
1027,Bannerghatta,6,1850.0,6.0,150.0
1028,Bannerghatta,3,9000.0,4.0,390.0
1029,Bannerghatta,2,950.0,2.0,38.0
1030,Bannerghatta,2,1220.0,2.0,80.0
1031,Bannerghatta,2,1130.0,2.0,78.0
1032,Bannerghatta,3,2370.0,4.0,195.0
1033,Bannerghatta,3,1350.0,2.0,51.0
1034,Bannerghatta,3,1486.0,3.0,83.22
1035,Bannerghatta,3,1460.0,2.0,75.0
1036,Bannerghatta,2,1015.0,2.0,48.0
1037,Bannerghatta,2,1115.0,2.0,61.0
1038,Bannerghatta,2,1136.0,2.0,48.0
1039,Bannerghatta,4,2700.0,4.0,260.0
1040,Bannerghatta,3,1200.0,2.0,69.0
1041,Bannerghatta,3,1465.0,2.0,76.0
1042,Bannerghatta,2,1302.5,2.0,67.73
1043,Bannerghatta,2,1200.0,2.0,65.0
1044,Bannerghatta,2,1240.0,2.0,65.0
1045,Bannerghatta,3,1476.0,3.0,125.0
1046,Bannerghatta,3,1100.0,2.0,52.0
1047,Bannerghatta,3,1532.5,3.0,84.29
1048,Bannerghatta,3,1465.0,2.0,45.87
1049,Bannerghatta,2,1268.0,2.0,69.0
1050,Bannerghatta,3,1450.0,2.0,87.0
1051,Bannerghatta,4,2932.0,5.0,195.0
1052,Bannerghatta,3,1450.0,3.0,44.0
1053,Bannerghatta,3,1625.0,2.0,75.0
1054,Bannerghatta,2,960.0,2.0,58.0
1055,Bannerghatta,3,1750.0,3.0,130.0
1056,Bannerghatta,2,1275.0,2.0,73.0
1057,Bannerghatta,3,1430.0,3.0,59.0
1058,Bannerghatta,2,1240.0,2.0,71.0
1059,Bannerghatta,3,1305.0,2.0,60.0
1060,Bannerghatta,2,1100.0,2.0,66.0
1061,Bannerghatta,2,1215.0,2.0,68.0
1062,Bannerghatta,2,1215.0,2.0,68.0
1063,Bannerghatta,3,1894.0,3.0,115.0
1064,Bannerghatta,3,1655.0,2.0,62.89
1065,Bannerghatta,3,1693.0,3.0,89.0
1066,Bannerghatta,2,1280.0,2.0,60.16
1067,Bannerghatta,4,3230.0,5.0,165.0
1068,Bannerghatta,1,630.0,1.0,35.0
1069,Bannerghatta,2,1215.0,2.0,68.0
1070,Bannerghatta,3,1365.0,3.0,76.18
1071,Bannerghatta,2,1115.0,2.0,78.0
1072,Bannerghatta,3,1532.5,3.0,79.465
1073,Bannerghatta,3,1535.0,3.0,60.0
1074,Bannerghatta,3,1655.0,3.0,90.0
1075,Bannerghatta,2,1247.0,2.0,47.39
1076,Bannerghatta,2,1237.5,2.0,49.49
1077,Bannerghatta,3,1650.0,3.0,94.0
1078,Bannerghatta,2,905.0,2.0,65.0
1079,Bannerghatta,2,1000.0,2.0,50.0
1080,Bannerghatta,4,2895.5,2.0,246.0
1081,Bannerghatta,4,2185.0,3.0,120.0
1082,Bannerghatta,2,1012.0,2.0,45.0
1083,Bannerghatta,3,1725.0,3.0,85.0
1084,Bannerghatta,2,1113.0,2.0,70.0
1085,Bannerghatta,3,1460.0,2.0,80.0
1086,Bannerghatta,2,1340.0,2.0,85.0
1087,Bannerghatta,3,1711.0,3.0,125.0
1088,Bannerghatta,3,1520.0,2.0,81.0
1089,Bannerghatta,3,2826.0,3.0,148.0
1090,Bannerghatta,2,1115.0,2.0,61.0
1091,Bannerghatta,2,1200.0,2.0,73.2
1092,Bannerghatta,2,1070.0,2.0,87.0
1093,Bannerghatta,2,1154.0,2.0,47.0
1094,Bannerghatta,2,1000.0,2.0,44.5
1095,Bannerghatta,2,1250.0,2.0,48.0
1096,Bannerghatta,3,1640.0,3.0,105.0
1097,Bannerghatta,3,1656.0,2.0,62.93
1098,Bannerghatta,2,1012.0,2.0,44.0
1099,Bannerghatta,3,1527.0,3.0,115.0
1100,Bannerghatta,3,1660.0,3.0,85.0
1101,Bannerghatta,3,1880.0,3.0,96.5
1102,Bannerghatta,3,1550.0,3.0,96.0
1103,Bannerghatta,2,1200.0,2.0,78.0
1104,Bannerghatta,3,1885.0,3.0,125.0
1105,Bannerghatta,3,1453.0,2.0,73.0
1106,Bannerghatta,3,1776.0,3.0,124.0
1107,Bannerghatta,3,1776.0,3.0,150.0
1108,Bannerghatta,3,1450.0,2.0,78.0
1109,Bannerghatta,1,700.0,1.0,31.2
1110,Bannerghatta,3,1630.0,3.0,68.0
1111,Bannerghatta,3,1400.0,3.0,69.0
1112,Bannerghatta,2,905.0,2.0,58.0
1113,Bannerghatta,2,1320.0,2.0,50.0
1114,Bannerghatta,3,1465.0,2.0,75.0
1115,Bannerghatta,3,1920.0,3.0,122.0
1116,Bannerghatta,4,2400.0,4.0,180.0
1117,Bannerghatta,3,1660.0,3.0,80.0
1118,Bannerghatta,2,1270.0,2.0,45.0
1119,Bannerghatta,3,1520.0,2.0,80.0
1120,Bannerghatta,3,1270.0,2.0,73.0
1121,Bannerghatta,3,1846.0,3.0,120.0
1122,Bannerghatta,4,3000.0,4.0,140.0
1123,Bannerghatta,2,1120.0,2.0,42.5
1124,Bannerghatta,2,1122.5,2.0,61.74
1125,Bannerghatta,3,1655.0,3.0,95.0
1126,Bannerghatta,2,1206.0,2.0,53.0
1127,Bannerghatta,2,1150.0,2.0,55.0
1128,Bannerghatta,2,1215.0,2.0,65.0
1129,Bannerghatta,3,1510.0,2.0,110.0
1130,Bannerghatta,2,1022.0,2.0,35.0
1131,Bannerghatta,2,1246.0,2.0,47.35
1132,Bannerghatta,3,1470.0,2.0,85.0
1133,Bannerghatta,2,1160.0,2.0,45.0
1134,Bannerghatta,2,970.0,2.0,57.0
1135,Bannerghatta,3,1527.0,3.0,142.0
1136,Basapura,2,1100.0,2.0,60.0
1137,Basapura,2,1045.0,2.0,42.0
1138,Basapura,2,1100.0,2.0,60.0
1139,Basapura,2,1301.0,2.0,55.0
1140,Basapura,3,1540.0,2.0,70.0
1141,Basapura,3,1440.0,3.0,72.0
1142,Basapura,3,1294.0,2.0,52.0
1143,Basapura,2,1100.0,2.0,60.0
1144,Basavangudi,3,1500.0,2.0,143.0
1145,Basavangudi,3,1850.0,3.0,168.0
1146,Basavangudi,2,1036.0,2.0,105.0
1147,Basavangudi,4,2600.0,4.0,260.0
1148,Basavangudi,3,1600.0,2.0,160.0
1149,Basavangudi,2,1560.0,2.0,145.0
1150,Basavangudi,3,1825.0,3.0,175.0
1151,Basavangudi,3,1800.0,3.0,195.0
1152,Basavangudi,2,1100.0,2.0,93.0
1153,Basavangudi,3,1542.14,3.0,120.0
1154,Basavangudi,2,1050.0,2.0,103.0
1155,Basavangudi,3,1350.0,2.0,130.0
1156,Basavangudi,3,1485.0,3.0,140.0
1157,Basavangudi,2,1180.0,2.0,124.0
1158,Basavangudi,3,1600.0,3.0,130.0
1159,Basavangudi,2,1200.0,2.0,120.0
1160,Basavangudi,3,1850.0,3.0,150.0
1161,Basavangudi,4,2453.0,3.0,250.0
1162,Basaveshwara,2,1200.0,2.0,65.0
1163,Basaveshwara,5,4500.0,5.0,415.0
1164,Basaveshwara,3,1865.0,3.0,145.0
1165,Basaveshwara,7,2460.0,7.0,350.0
1166,Basaveshwara,2,1200.0,2.0,90.0
1167,Basaveshwara,3,1680.0,3.0,85.0
1168,Basaveshwara,2,1180.0,2.0,58.0
1169,Basaveshwara,5,2400.0,4.0,310.0
1170,Basaveshwara,2,1200.0,2.0,80.0
1171,Basaveshwara,2,900.0,2.0,60.0
1172,Basaveshwara,3,1900.0,3.0,150.0
1173,Basaveshwara,3,3210.0,4.0,380.0
1174,Basaveshwara,3,1950.0,4.0,95.0
1175,Basaveshwara,2,1200.0,2.0,85.0
1176,Basaveshwara,2,1200.0,2.0,70.0
1177,Battarahalli,2,1200.0,2.0,65.0
1178,Battarahalli,3,1779.0,3.0,89.61
1179,Battarahalli,2,1300.0,2.0,50.0
1180,Battarahalli,3,1945.0,3.0,97.42
1181,Battarahalli,3,1777.0,3.0,100.0
1182,Battarahalli,2,1135.0,2.0,43.0
1183,Battarahalli,2,1276.0,2.0,45.0
1184,Battarahalli,3,1880.0,3.0,94.36
1185,Battarahalli,2,1071.0,2.0,62.0
1186,Battarahalli,2,1165.0,2.0,43.0
1187,Battarahalli,2,1636.0,2.0,82.89
1188,Battarahalli,3,1779.0,3.0,90.0
1189,Battarahalli,3,1516.0,3.0,65.0
1190,Battarahalli,2,1090.0,2.0,38.37
1191,Battarahalli,3,2082.0,3.0,104.0
1192,Battarahalli,3,2024.0,3.0,103.0
1193,Battarahalli,2,1097.0,2.0,49.0
1194,Begur,2,1200.0,2.0,44.0
1195,Begur,4,1664.0,4.0,65.0
1196,Begur,2,1200.0,2.0,46.8
1197,Begur,2,1160.0,2.0,44.0
1198,Begur,3,1584.0,3.0,65.0
1199,Begur,3,1500.0,2.0,54.0
1200,Begur,3,1615.0,3.0,59.76
1201,Begur,3,1419.0,2.0,59.0
1202,Begur,2,1200.0,2.0,43.2
1203,Begur,2,1160.0,2.0,44.08
1204,Begur,3,1580.0,3.0,75.0
1205,Begur,2,1200.0,2.0,45.0
1206,Begur,3,1615.0,3.0,60.0
1207,Begur,3,1410.0,2.0,53.0
1208,Begur,2,1200.0,2.0,37.8
1209,Begur,2,1160.0,2.0,40.59
1210,Begur,2,1260.0,2.0,46.62
1211,Begur,3,1600.0,3.0,58.14
1212,Begur,3,1410.0,2.0,44.42
1213,Begur,2,1160.0,2.0,36.0
1214,Begur,3,1500.0,2.0,70.0
1215,Begur,2,1160.0,2.0,42.0
1216,Begur,2,1240.0,2.0,39.06
1217,Begur,2,1200.0,2.0,45.0
1218,Begur,3,1559.0,3.0,63.0
1219,Begur,3,1500.0,2.0,55.0
1220,Begur,3,1410.0,2.0,52.17
1221,Begur,3,1615.0,3.0,58.0
1222,Begur,3,1583.0,3.0,74.4
1223,Begur,2,1170.0,2.0,46.0
1224,Begur,4,2462.0,4.0,124.0
1225,Begur,2,1160.0,2.0,42.92
1226,Begur,3,1445.0,2.0,47.1
1227,Begur,3,1410.0,2.0,52.17
1228,Begur,3,1410.0,2.0,50.06
1229,Begur,3,1565.0,2.0,59.76
1230,Begur,2,1160.0,2.0,42.0
1231,Begur,3,1400.0,2.0,50.06
1232,Begur,3,1475.0,2.0,74.0
1233,Begur,3,1410.0,2.0,53.58
1234,Begur,2,1200.0,2.0,45.0
1235,Begur,2,1200.0,2.0,42.6
1236,Begur,2,1160.0,2.0,42.0
1237,Begur,2,1334.0,2.0,42.69
1238,Begur,3,1565.0,2.0,57.91
1239,Begur,3,1933.0,3.0,98.0
1240,Begur,2,1200.0,2.0,45.6
1241,Begur,2,1215.0,2.0,43.13
1242,Begur,3,1444.0,2.0,71.5
1243,Begur,2,1160.0,2.0,36.54
1244,Begur,3,1615.0,3.0,50.87
1245,Begur,2,1200.0,2.0,44.4
1246,Begur,3,1565.0,2.0,49.3
1247,Begur,2,1260.0,2.0,39.69
1248,Begur,2,1100.0,2.0,55.0
1249,Begur,4,2464.5,6.0,118.0
1250,Begur,2,1160.0,2.0,44.0
1251,Begur,3,1410.0,2.0,49.34
1252,Begur,2,952.0,2.0,42.0
